hs_code,chapter,heading,description,unit,cd,rd,sd,vat,ait,at,tti_published
0101.21.00,01,0101,Pure-bred breeding animals of horses..,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0101.29.00,01,0101,Other horses,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0101.30.00,01,0101,Asses,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0101.90.00,01,0101,"LIVE HORSES,ASSES,MULES AND HINNIES,NES",,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0102.21.00,01,0102,Pure-bred breeding animals of cattle,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0102.29.00,01,0102,Other cattle,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0102.31.00,01,0102,Pure-bred breeding animals of buffalo,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0102.39.00,01,0102,Other buffalo,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0102.90.10,01,0102,Other pure-bred breeding animals,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0102.90.90,01,0102,Other live bovine animal,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0103.10.00,01,0103,Live Pure-Bred Breeding Swine,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0103.91.00,01,0103,Live Swine Weighing <50kg (Excl. Pure-Bred Breeding),,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0103.92.00,01,0103,Live Swine Weighing >=50kg (Excl. Pure-Bred Breeding),,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0104.10.00,01,0104,Live sheep,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0104.20.00,01,0104,Live Goats,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0105.11.10,01,0105,Fowls Of The Species Gallus Domestic(Parent Stock One Day Chick),,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0105.11.90,01,0105,"Live Fowls Gallus,Domesticus<=185g, Excl.Parent Stock Of One Day Chick",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0105.12.10,01,0105,"Live Turkeys Weighing <=185g, (Parent Stock Of One Day Chick)",,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0105.12.90,01,0105,"Live Turkeys Weighing <=185g, (Excl.Parent Stock Of One Day Chick)",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0105.13.10,01,0105,Parent stock of one day chick of ducks,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0105.13.90,01,0105,Other ducks,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0105.14.10,01,0105,Parent stock of one day chick of geese,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0105.14.90,01,0105,Other Geese,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0105.15.10,01,0105,Parent stock of one day chick of guinea fowls,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0105.15.90,01,0105,Other fowls,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0105.94.00,01,0105,Fowls of the species Gallus domesticus,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0105.99.00,01,0105,"Live Ducks, Geese, Turkeys And Guinea Fowls Weighing >185g",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0106.11.00,01,0106,"MAMMALS, PRIMATES",,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0106.13.00,01,0106,Camels and other camelids ( Camelidae),,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0106.14.00,01,0106,Rabbits and hares,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0106.19.00,01,0106,"MAMMALS, NES",,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0106.20.00,01,0106,REPTILES (INCLUDING SNAKES AND TURTLES),,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0106.31.00,01,0106,BIRDS OF PREY,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0106.32.00,01,0106,"PSITTACIFORMES (INCLUDING PARROTS, PARAKEETS, MACAWS AND COCKATOOS)",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0106.33.00,01,0106,Ostriches; emus ( Dromaius novaehollandiae),,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0106.39.00,01,0106,OTHER BIRDS,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0106.41.00,01,0106,Bees,,0.0,0.0,0.0,0.0,5.0,0.0,5.0
0106.49.00,01,0106,Other Insects,,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0106.90.00,01,0106,"OTHER LIVE ANIMALS, NES",,5.0,0.0,0.0,0.0,5.0,0.0,10.0
0201.10.10,02,0201,"Fresh Or Chilled Bovine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0201.10.90,02,0201,"Fresh Or Chilled Bovine Carcasses And Half Carcasses, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0201.20.10,02,0201,"Fresh Or Chilled,Other Cuts Of Bovine Meat With Bone In, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0201.20.90,02,0201,"Fresh Or Chilled,Other Cuts Of Bovine Meat With Bone In, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0201.30.10,02,0201,"Fresh Or Chilled Boneless Bovine Meat, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0201.30.90,02,0201,"Fresh Or Chilled Boneless Bovine Meat, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0202.10.10,02,0202,"Frozen Bovine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0202.10.90,02,0202,"Frozen Bovine Carcasses And Half Carcasses, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0202.20.10,02,0202,"Frozen Other Cuts Of Bovine Meat With Bone In, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0202.20.90,02,0202,"Frozen, Other Cuts Of Bovin Meat With Bone In, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0202.30.10,02,0202,"Frozen Boneless Bovine Meat, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0202.30.90,02,0202,"Frozen Boneless Bovine Meat, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0203.11.10,02,0203,"Fresh Or Chilled Swine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0203.11.90,02,0203,"Fresh Or Chilled Swine Carcasses And Half Carcasses, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0203.12.90,02,0203,"Fresh/Chilled Hams,Shoulders & Cuts Thereof,With Bone In, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0203.19.10,02,0203,"Fresh Or Chilled Swine Meat, Nes, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0203.19.90,02,0203,"Fresh Or Chilled Swine Meat, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0203.21.10,02,0203,"Frozen Swine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0203.21.90,02,0203,"Frozen Swine Carcasses And Half Carcasses, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0203.22.10,02,0203,"Frozen Hams,Shoulders & Cuts Thereof,With Bone In, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0203.22.90,02,0203,"Frozen Hams,Shoulders & Cuts Thereof Of Swine,With Bone In, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0203.29.10,02,0203,"Frozen Swine Meat, Nes, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0203.29.90,02,0203,"Frozen Swine Meat, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0204.10.10,02,0204,"Fresh/Chilled Lamb Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.10.90,02,0204,"Fresh Or Chilled Lamb Carcasses And Half Carcasses, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.21.10,02,0204,"Fresh Or Chilled Sheep Carcasses & Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.21.90,02,0204,"Fresh Or Chilled Sheep Carcasses & Half Carcasses, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.22.90,02,0204,"Fresh Or Chilled Other Cuts Of Meat Of Sheep,With Bone In, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.23.10,02,0204,"Fresh Or Chilled Boneless Meat Of Sheep, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.23.90,02,0204,"Fresh Or Chilled Boneless Meat Of Sheep, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.30.10,02,0204,"Frozen Lamb Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.30.90,02,0204,"Frozen Lamb Carcasses And Half Carcasses, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.41.10,02,0204,"Frozen Sheep Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.41.90,02,0204,"Frozen Sheep Carcasses And Half Carcasses, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.42.10,02,0204,"Frozen Other Cuts Of Meat Of Sheep, With Bone In, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.42.90,02,0204,"Frozen Other Cuts Of Meat Of Sheep, Bone In, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.43.10,02,0204,"Frozen Meat Of Sheep, Boneless, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.43.90,02,0204,"Frozen Meat Of Sheep, Boneless, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0204.50.10,02,0204,"Fresh, Chiled Or Frozen Goat Meat, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0204.50.90,02,0204,"Fresh, Chiled Or Frozen Goat Meat, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0205.00.90,02,0205,"Meat Of Horses,Asses,Mules Or Hinnies, Fresh,Chilled Or Frozen, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0206.10.10,02,0206,"Fresh Or Chilled Edible Offal Of Bovine Animal, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0206.10.90,02,0206,"Fresh Or Chilled Edible Offal Of Bovine Animals, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0206.21.10,02,0206,"Frozen Bovine Tongues, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0206.21.90,02,0206,"Frozen Bovine Tounge, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0206.22.10,02,0206,"Frozen Bovine Livers, Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0206.22.90,02,0206,"Frozen Bovine Livers, Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0206.29.10,02,0206,"Frozen Edible Bovine Offal (Excl. Tongues And Livers), Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0206.29.90,02,0206,"Frozen Edible Bovine Offal (Excl. Tongues And Livers), Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0206.30.10,02,0206,"Fresh Or Chilled Edible Swine Offal, Wrapped/Canned upto 2.5 kg",,25.0,0.0,0.0,15.0,5.0,7.5,58.13
0206.30.90,02,0206,"Fresh Or Chilled Edible Swine Offal, Nes",,25.0,0.0,0.0,0.0,5.0,0.0,30.0
0206.41.10,02,0206,"Frozen Swine Livers, Wrapped/Canned upto 2.5 kg",,25.0,0.0,0.0,15.0,5.0,7.5,58.13
0206.41.90,02,0206,"Frozen Swine Livers, Nes",,25.0,0.0,0.0,0.0,5.0,0.0,30.0
0206.49.10,02,0206,"Frozen Edible Swine Offal(Excl. Livers), Wrapped/Canned upto 2.5 kg",,25.0,0.0,0.0,15.0,5.0,7.5,58.13
0206.49.90,02,0206,"Frozen Edible Swine Offal, Excl. Livers, Nes",,25.0,0.0,0.0,0.0,5.0,0.0,30.0
0206.80.10,02,0206,"Fresh Or Chilled Edible Offal Of Sheep,Goats,Horses.., Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0206.80.90,02,0206,"Fresh Or Chilled Edible Offal Of Sheep,Goats,Horses..., Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0206.90.10,02,0206,"Frozen Edible Offal Of Sheep,Goats,Horses.., Wrapped/Canned upto 2.5 kg",,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0206.90.90,02,0206,"Frozen Edible Offal Of Sheep,Goats,Horses..., Nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0207.11.90,02,0207,"Fresh Or Chilled Meat&Edible Offal Of Fowls Not Cut Inpieces, Nes",,25.0,0.0,0.0,15.0,5.0,0.0,48.75
0207.12.10,02,0207,"Frozen Meat&Edible Offal Of Fowls Not Cut Inpieces, Wrapped/Canned upto 2.5 kg",,25.0,0.0,0.0,15.0,5.0,7.5,58.13
0207.12.90,02,0207,"Frozen Meat & Edible Offals Of Fowls Not Cut Inpieces, Nes",,25.0,0.0,0.0,15.0,5.0,0.0,48.75
0207.13.10,02,0207,"Fresh Or Chilled Cuts And Offal Of Meat Fowls, Wrapped/Canned upto 2.5 kg",,25.0,0.0,0.0,15.0,5.0,7.5,58.13
0207.13.90,02,0207,"Fresh Or Chilled Cuts And Offal Of Chickens, Nes",,25.0,0.0,0.0,15.0,5.0,7.5,58.13
0207.14.10,02,0207,"Frozen Cuts And Offal Of Chicken, Wrapped/Canned upto 2.5 kg",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.14.90,02,0207,"Frozen Cuts And Offal Meat Of Fowls, Nes",,25.0,0.0,0.0,15.0,5.0,7.5,58.13
0207.24.10,02,0207,"Fresh/Chilled Meat&Edible Offal Of Turkeys Not Cut Inpieces, Wrapped/Canned upto 2.5",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.24.90,02,0207,"Fresh Or Chilled Meat & Edible Offal Of Trukeys Not Cut Inpieces, Nes",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.25.10,02,0207,"Frozen Meat & Edible Offal Of Turkeys Not Cut Inpieces, Wrapped/Canned upto 2.5 kg",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.25.90,02,0207,"Frozen Meat & Edible Offal Of Turkeys Not Cut Inpieces, Nes",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.26.10,02,0207,"Fresh Or Chilled Cuts And Offal Of Meat Of Turkeys, Wrapped/Canned upto 2.5 kg",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.26.90,02,0207,"Fresh Or Chilled Cuts And Offal Of Meat Of Trukeys, Nes",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.27.10,02,0207,"Frozen Cuts And Offal Of Meat Of Turkeys, Wrapped/Canned upto 2.5 kg",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.27.90,02,0207,"Frozen Cuts And Offal Of Meat Of Turkeys, Nes",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.41.10,02,0207,"Meat and edible offal of not cut in pieces, fresh or chilled of ducks wrapped/canned",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.41.90,02,0207,"Other meat and edible offal of not cut in pieces, fresh or chilled of ducks",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.42.10,02,0207,"Meat and edible offal of not cut in pieces, frozen of ducks wrapped/canned upto 2.5 k",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.42.90,02,0207,"Other meat and edible offal of not cut in pieces, frozen of ducks",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.43.10,02,0207,"Meat and edible offal of fatty livers, fresh or chilled of ducks wrapped/canned upto",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.43.90,02,0207,"Other meat and edible offal of fatty livers, fresh or chilled of ducks",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.44.10,02,0207,Other meat and edible offal of fresh or chilled of ducks wrapped/canned upto 2.5 kg,,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.44.90,02,0207,"Other, meat and edible offal of fresh or chilled of ducks nes.",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.45.10,02,0207,Other frozen meat and edible offal of ducks wrapped/canned upto 2.5 Kg,,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.45.90,02,0207,"Other, frozen meat and edible offal of ducks nes,",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.51.10,02,0207,"Meat and edible offal not cut in pieces, fresh or chilled of geese wrapped/canned upto 2",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.51.90,02,0207,"Other meat and edible offal not cut in pieces, fresh or chilled of geese",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.52.10,02,0207,"Meat and edible offal not cut in pieces, frozen of ducks wrapped/canned upto 2.5 Kg",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.52.90,02,0207,"Other meat and edible offal not cut in pieces, frozen of geese",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.53.10,02,0207,"Meat and edible offal fatty livers, fresh or chilled of geese wrapped/canned upto 2.5 Kg",,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.53.90,02,0207,"Other meat and edible offal fatty livers, fresh or chilled of geese",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.54.10,02,0207,Other meat and edible offal fresh or chilled of geese wrapped/canned upto 2.5 Kg,,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.54.90,02,0207,"Other meat and edible offal fresh or chilled of geese, nes",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.55.10,02,0207,Other meat and edible offal frozen geese wrapped/canned upto 25 k,,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.55.90,02,0207,"Other meat and edible offal frozen of geese nes,",,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0207.60.10,02,0207,Meat and edible offal of guinea fowls wrapped/canned upto 2.5 Kg,,25.0,0.0,10.0,15.0,5.0,7.5,73.44
0207.60.90,02,0207,Meat and edible offal of guinea fowls EXCL. wrapped/canned upto 2.5 Kg,,25.0,0.0,10.0,0.0,5.0,0.0,42.5
0208.10.90,02,0208,"Fresh,Chilled Or Froz.Meat And Edible Offal Of Rabbits Or Hares, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0208.30.90,02,0208,"OTHER MEAT&EDIBLE MEAT OFFAL,FRESH,CHILLED OR FROZEN OF PRIMATES, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0208.40.90,02,0208,"WHALES DOLPHINS & PORPOISES,.. MANATEES AND DUGONGS, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0208.50.10,02,0208,"PEPTILES (INCLUDING SNAKES AND TURTLES), WRAPPED/CANNED upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0208.50.90,02,0208,"REPTILES (INCLUDING SNAKES AND TURLTES), Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0208.60.90,02,0208,Other meat and edible meat offal of camels and other camelids ( Camelidae),,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0208.90.10,02,0208,"Fresh,Chilled Or Frozen Meat And Edible Offal, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0208.90.90,02,0208,"Fresh,Chilled Or Frozen Meat And Edible Offal, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0209.10.10,02,0209,"Pig fat not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, d",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0209.10.90,02,0209,"Other pig fat not rendered or otherwise extracted, fresh, chilled, frozen, salted, in br",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0209.90.10,02,0209,"Free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chi...ed",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0209.90.90,02,0209,Poultry fat free of lean meat excl.wrapped/canned upto 2.5 kg,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0210.11.10,02,0210,"Hams,Shoulders & Cuts Thereof Bone In,Salted..Or Smoked,Wrapp/Can upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0210.11.90,02,0210,"Swine Hams, Shoulders And Cuts Thereof,Bone In Salted..Or Smoked, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0210.12.10,02,0210,"Bellies And Cuts Thereof Of Swine,Salted.. Or Smoked,Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0210.12.90,02,0210,"Bellies & Cuts Thereof Swine,Salted.. Or Smoked, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0210.19.10,02,0210,"Meat Of Swine,Salted... Or Smoked, Nes, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0210.19.90,02,0210,"Meat Of Swine,Salted.. Or Smoked,Nes, (excl. wrapped/canned upto 2.5 kg)",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0210.20.10,02,0210,"Meat Of Bovine Animals,Salted... Or Smoked, Wrapped/Canned upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0210.20.90,02,0210,"Meat Of Bovine Animals, Salted... Or Smoked, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0210.93.10,02,0210,"REPTILES (INCLUDING SNAKES AND TURTLES), WRAPPED/CANNED upto 2.5 kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0210.93.90,02,0210,"REPTILES (INCLUDING SNAKES AND TURTLES), Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0210.99.90,02,0210,"MEAT AND EDIBLE MEAT OFFAL,SALTED,IN BRINE,DRIED OR SMOKED,OTHER, Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0301.11.00,03,0301,"Ornamental fish, Freshwater",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0301.19.00,03,0301,Ornamental fish Excl. Freshwater,,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0301.91.10,03,0301,"Live Trout(Salmo Trutta,Onc'Ync'Mykiss,Clarki,Ag'Ab'Ta,Gilae,Apach.) fry",,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0301.91.90,03,0301,"Live Trout(Salmo Trutta,Onc'Ync'Mykiss,Clarki,Ag'Ab'Ta,Gilae,Apa.)(Ex.fry)",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0301.92.10,03,0301,Live Eels Fry,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0301.92.90,03,0301,"Live Eels, Excl. Fry",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0301.94.10,03,0301,"ATLANTIC & PACIFIC BLUEFIN TUNAS(THUNNUS THYNNUS, THUNNUS ORIENTALIS) FRY",,0.0,0.0,0.0,0.0,5.0,0.0,5.0
0301.95.10,03,0301,Southern bluefin tunas (Thunnus maccoyii) Fry,,0.0,0.0,0.0,0.0,5.0,0.0,5.0
0301.95.90,03,0301,"Southern bluefin tunas (Thunnus maccoyii), Excl. Fry",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0301.99.10,03,0301,"Other Live Fish (Excl. Trout,Eels & Carps) Fry",,0.0,0.0,0.0,0.0,2.0,0.0,2.0
0301.99.90,03,0301,"Other Live Fish,(Excl.Trout, Eels & Carps) Excl. Fry",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0302.11.10,03,0302,Fresh Or Chill. Trout (Excl. Livers & Roes) Wrapped/Canned upto 2.5 kg,,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0302.11.90,03,0302,"Fresh Or Chill. Trout (Excl. Livers & Roes),Nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0302.19.10,03,0302,"FISH...RUHI,KATLA,MRIGEL,PANGASH,KARP AND ALIKE WRAPPED/CANNED UPTO 2.5KG",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0302.19.90,03,0302,"Fish...ruhi,katla,......,pangash, karp & alike, excl. wrapped/canned upto 2.5kg Other",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0302.21.10,03,0302,Fresh Or Chilled Halibut (Excl. Livers & Roes) Wrapped/Canned upto 2.5kg,,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0302.21.90,03,0302,"Fresh Or Chilled Halibut (Excl. Livers & Roes),NES",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0302.22.10,03,0302,Fresh Or Chilled Plaice (Excl.Livers & Roes) Wrapped/Canned upto 2.5kg,,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0302.22.90,03,0302,"Fresh Or Chilled Plaice (Excl. Livers & Roes),nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0302.23.10,03,0302,Fresh Or Chilled Sole (Excl. Livers & Roes) Wrapped/Canned upto 2.5kg,,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0302.23.90,03,0302,"Fresh Or Chilled Sole (Excl. Livers & Roes) ,nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0302.24.10,03,0302,Turbots (Psetta maxima) Wrapped/canned upto 2.5 Kg,,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0302.24.90,03,0302,Other Turbots (Psetta maxima),,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0302.29.10,03,0302,"Fresh Or Chilled,Oth.Flat Fish(Excl.Livers & Roes),Wrapped/Canned upto 2.5kg",,25.0,3.0,0.0,15.0,5.0,7.5,61.8
0302.29.90,03,0302,"Fresh Or Chilled,Oth.Flat Fish(Excl.Livers & Roes),nes",,25.0,3.0,0.0,0.0,5.0,0.0,33.0
0302.31.10,03,0302,Fresh/Chilled Albacore Or Longfinned Tunas(Excl.Livers & Roes)Wra/Can upto 2.5kg,,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0302.31.90,03,0302,"Fresh Or Chilled Albacore Or Longfinned Tunas(Excl.Livers & Roes),nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0302.32.10,03,0302,Fresh Or Chilled Yellowfin Tunas (Excl.Livers & Roes)Wrapped/Canned upto 2.5kg,,25.0,3.0,10.0,15.0,5.0,7.5,77.48
0302.32.90,03,0302,"Fresh Or Chilled Yellowfin Tunas (Excl. Livers & Roes),nes",,25.0,3.0,10.0,0.0,5.0,0.0,45.8
0302.33.10,03,0302,Fresh/Chilled Skipjack Or Stripe-Bellied Bonito(Ex.Livers & Roes)Wr/Ca upto 2.5kg,,25.0,3.0,0.0,15.0,5.0,7.5,61.8
